record_id,org_name,street,city,postcode,website,phone,industry,hardness
r0821,Rushmoor Manufacturing LLP,128 Mill Lane,Norwich,D62 7FE,www.rushmoormanufactur.co.uk,+44 1903 891478,manufacturing,branch
r0822,Blackwell Holdings Ltd,36 Foundry Road,Plymouth,G35 6GF,www.blackwellgroup.co.uk,+44 1594 287651,wholesale,parent_sub
r0823,Baxter Logistics,59 Kings Way,Plymouth,,,,engineering,missing
r0824,Jarrow Textiles Limited,153 Victoria Road,Norwich,N36 5FF,www.jarrowtextiles.co.uk,+44 1581 166782,manufacturing,canonical
r0825,Hollingsworth Textiles Ltd,25 Foundry Road,Dundee,M24 7DH,www.hollingsworthtexti.co.uk,+44 1789 747346,manufacturing,abbrev
r0826,Oakhampton Services Ltd.,193 Station Road,Derby,E43 5HJ,www.oakhampton.co.uk,+44 1778 668987,manufacturing,common_token
r0827,Sterling Instr PLC,150 Victoria Road,Plymouth,S8 8EH,www.sterlinginstrument.co.uk,+44 1471 506287,wholesale,abbrev
r0828,Stanbridge Textiles Ltd,77 Foundry Road,Cardiff,G78 2ED,www.stanbridgetextiles.co.uk,+44 1432 605532,manufacturing,canonical
r0829,Stanbridge Textiles Corp,77 Foundry Road,Cardiff,G78 2ED,www.stanbridgetextiles.co.uk,+44 1200 923938,manufacturing,legal_form
r0830,"Motors, Kirkland Limited",114 Kings Way,Dundee,N46 8DB,www.kirklandmotors.co.uk,+44 1514 257313,manufacturing,word_order
r0831,NP PLC,5 Victoria Road,Glasgow,L29 5EG,www.northernplastics.co.uk,+44 1864 586222,food-production,acronym
r0832,"Packaging, Rushmoor Limited",23 Kings Way,Leeds,N52 1JG,www.rushmoorpackaging.co.uk,+44 1477 672854,engineering,word_order
r0833,Hollingsworth Chemicals PLC,77 Station Road,Plymouth,N65 5DJ,www.hollingsworthchemi.co.uk,+44 1422 989600,engineering,legal_form
r0834,Oakhampton Motors,64 Kings Way,Plymouth,,,,engineering,missing
r0835,"Chemicals, Netherby Corp",130 High Street,Plymouth,A31 4EG,www.netherbychemicals.co.uk,+44 1765 406582,engineering,word_order
r0836,Mowbray Manufacturing Inc,69 High Street,Sheffield,A94 5AE,www.mowbraymanufacturi.co.uk,+44 1724 342826,logistics,legal_form
r0837,Penhale Group Corporation,153 Foundry Road,Bristol,B4 2EJ,www.penhale.co.uk,+44 1396 617118,food-production,common_token
r0838,"Instruments, Langmere Corp",124 Station Road,Swansea,B52 7AB,www.langmereinstrument.co.uk,+44 1973 622103,chemicals,word_order
r0839,Netherby Logistics Incorporated,33 Queens Park,Plymouth,L82 6DD,www.netherbylogistics.co.uk,+44 1599 929125,manufacturing,legal_form
r0840,Ashcroft Log. Inc,110 Canal Street,Glasgow,E74 3JG,www.ashcroftlogistics.co.uk,+44 1680 662839,logistics,abbrev
r0841,Fairbourne Packaging Corporation,140 Canal Street,Bristol,S80 3FF,www.fairbournepackagin.co.uk,+44 1592 159750,engineering,canonical
r0842,Sterling Packaging Limited,150 Queens Park,Cardiff,S16 5EH,www.sterlingpackaging.co.uk,+44 1553 715683,chemicals,legal_form
r0843,Ingleby Packaging LLP,84 Mill Lane,Sheffield,E44 7BJ,www.inglebypackaging.co.uk,+44 1788 427040,logistics,legal_form
r0844,"Engineering, Harrow & Co",51 Mill Lane,Norwich,G40 6BH,www.harrowengineering.co.uk,+44 1952 119395,food-production,word_order
